,id,created_at,date,time,timezone,user_id,username,place,tweettext,mentions,urls,replies_count,retweets_count,likes_count,hashtags,link,year,topic,topic2
17,1.1769350071278674e+18,1569438146000.0,2019-09-25,14:02:26,CDT,131074139.0,ducktalesw00h00,,took fcc cash serv peopl wasnt actual serv admit mistak promis pay money back could punish fcc fcc taxpayersmoney sprintmerg tmobilemerg sprinttmobil taxpay httpsarstechnicacomtechpolicysprinttookfcccashforservingpeopleitwasntactuallyserv,[],['https://arstechnica.com/tech-policy/2019/09/sprint-took-fcc-cash-for-serving-885000-people-it-wasnt-actually-serving/'],1,1,0,"['#sprint', '#fcc', '#taxpayersmoney', '#sprintmerger', '#tmobilemerger', '#sprinttmobile', '#tmobilesprint', '#taxpayers']",https://twitter.com/DuckTalesW00H00/status/1176935007127867394,2019,0,3
18,1.1765303867777595e+18,1569341677000.0,2019-09-24,11:14:37,CDT,1.1503929516185928e+18,dailydeal2020,,samsung galaxi a50 64gb black tmobil att verizon unlock top deal unlockedgalaxi samsungverizon httpsebayto32txoxi pictwittercom8gbz0s07wh,[],['https://ebay.to/32Txoxi'],0,0,0,"['#unlockedgalaxy', '#tmobilesprint', '#samsungverizon']",https://twitter.com/DailyDeal2020/status/1176530386777759745,2019,1,2
19,1.1765230309331927e+18,1569339923000.0,2019-09-24,10:45:23,CDT,15902877.0,timkarr,,trump fcc ignor hard data order rush decis favor larg media compani ajitpaifcc ever done scratch head netneutr httpswwwvicecomen_usarticlevb5zg4courtsaysfccignoredharddatainrushtohelpmediamonopoli,"['fcc', 'ajitpaifcc']",['https://www.vice.com/en_us/article/vb5zg4/court-says-fcc-ignored-hard-data-in-rush-to-help-media-monopolies'],0,3,4,"['#netneutrality', '#tmobilesprint']",https://twitter.com/TimKarr/status/1176523030933192707,2019,2,3
20,1.1761677680702054e+18,1569255222000.0,2019-09-23,11:13:42,CDT,1.1503929516185928e+18,dailydeal2020,,samsung galaxi a50 64gb black tmobil att verizon unlock shop unlockedgalaxi samsungverizon httpsebayto32txoxi pictwittercomayjcgzbmbz,[],['https://ebay.to/32Txoxi'],0,0,0,"['#unlockedgalaxy', '#tmobilesprint', '#samsungverizon']",https://twitter.com/DailyDeal2020/status/1176167768070205452,2019,1,2
21,1.175443068910297e+18,1569082440000.0,2019-09-21,11:14:00,CDT,1.1503929516185928e+18,dailydeal2020,,samsung galaxi a50 64gb black tmobil att verizon unlock top deal unlockedgalaxi samsungverizon httpsebayto32txoxi pictwittercomelsaqdnygi,[],['https://ebay.to/32Txoxi'],0,0,0,"['#unlockedgalaxy', '#tmobilesprint', '#samsungverizon']",https://twitter.com/DailyDeal2020/status/1175443068910297088,2019,1,2
22,1.1750806247655096e+18,1568996027000.0,2019-09-20,11:13:47,CDT,1.1503929516185928e+18,dailydeal2020,,samsung galaxi a50 64gb black tmobil att verizon unlock shop unlockedgalaxi galaxyunlock httpsebayto32txoxi pictwittercomfjpzpijgru,[],['https://ebay.to/32Txoxi'],0,0,0,"['#unlockedgalaxy', '#tmobilesprint', '#galaxyunlocked']",https://twitter.com/DailyDeal2020/status/1175080624765509635,2019,1,2
23,1.174989713486295e+18,1568974352000.0,2019-09-20,05:12:32,CDT,1.1503929516185928e+18,dailydeal2020,,samsung galaxi note 32gb smn910 verizon att tmobil shop samsung32gb sprinttmobil httpsebayto32b0ok6 pictwittercomti4vxccmsu,[],['https://ebay.to/32B0oK6'],0,0,0,"['#tmobilesprint', '#samsung32gb', '#sprinttmobile']",https://twitter.com/DailyDeal2020/status/1174989713486295040,2019,2,2
24,1.174744966528041e+18,1568916000000.0,2019-09-19,13:00:00,CDT,20473084.0,mediajustice,,pennsylvania join grow list state file lawsuit stoptmobilesprint merger httpswwwreuterscomarticleussprintmatmobilepennsylvaniajoinsstatesopposedtomergeroftmobilesprintiduskbn1w32kz,[],['https://www.reuters.com/article/us-sprint-m-a-t-mobile/pennsylvania-joins-states-opposed-to-merger-of-t-mobile-sprint-idUSKBN1W32KZ'],0,0,1,"['#stoptmobilesprint', '#tmobilesprint']",https://twitter.com/mediajustice/status/1174744966528040960,2019,1,3
25,1.1731787511291494e+18,1568542585000.0,2019-09-15,05:16:25,CDT,1.1503929516185928e+18,dailydeal2020,,samsung galaxi note 32gb smn910 verizon att tmobil shop samsung32gb sprinttmobil httpsebayto32b0ok6 pictwittercomiu99lyqqy8,[],['https://ebay.to/32B0oK6'],0,0,0,"['#tmobilesprint', '#samsung32gb', '#sprinttmobile']",https://twitter.com/DailyDeal2020/status/1173178751129149440,2019,2,2
26,1.1729919039540795e+18,1568498037000.0,2019-09-14,16:53:57,CDT,2314474832.0,jondspinac,,tmobil sell merger would drive price take away job increas digitaldivid tell fcc block merger protect competit paycheck httpbitly2ngdzxp via freepress,"['fcc', 'freepress']",['http://bit.ly/2NGDZXP'],0,0,2,"['#digitaldivide', '#tmobilesprint']",https://twitter.com/JonDSpinac/status/1172991903954079749,2019,3,0
27,1.1692487529277727e+18,1567605600000.0,2019-09-04,09:00:00,CDT,20473084.0,mediajustice,,merger particularli disconnect black consum consum color luckili number state ag fight stoptmobilesprint continu grow httpswwwfiercewirelesscomregulatorystateoppositionrampsagainsttmobilesprintd,[],['https://www.fiercewireless.com/regulatory/state-opposition-ramps-against-t-mobile-sprint-deal'],0,1,5,"['#tmobilesprint', '#stoptmobilesprint']",https://twitter.com/mediajustice/status/1169248752927772672,2019,1,3
28,1.1642576004117012e+18,1566415617000.0,2019-08-21,14:26:57,CDT,1.144993729771692e+18,pathedger18,,american airlin us air merg price collaps kenpaxtontx think lead increas price httpsceiorgblogwilltmobilesprintmergerincreasepric pictwittercom6assicasl6,['kenpaxtontx'],['https://cei.org/blog/will-t-mobilesprint-merger-increase-prices'],2,1,2,['#tmobilesprint'],https://twitter.com/PatHedger18/status/1164257600411701253,2019,0,3
29,1.164257083300225e+18,1566415494000.0,2019-08-21,14:24:54,CDT,1.144993729771692e+18,pathedger18,,result similarli network concentr regul airlin industri reason suspect merger necessarili increas price instead fulli expect price decreas tmobil httpsceiorgblogwilltmobilesprintmergerincreasepric,[],['https://cei.org/blog/will-t-mobilesprint-merger-increase-prices'],0,0,0,"['#tmobilesprint', '#tmobile', '#sprint']",https://twitter.com/PatHedger18/status/1164257083300225025,2019,0,3
30,1.163526042495193e+18,1566241200000.0,2019-08-19,14:00:00,CDT,20473084.0,mediajustice,,merger particularli disconnect black consum consum color luckili number state ag fight stoptmobilesprint continu grow httpswwwfiercewirelesscomregulatorystateoppositionrampsagainsttmobilesprintd,[],['https://www.fiercewireless.com/regulatory/state-opposition-ramps-against-t-mobile-sprint-deal'],0,0,1,"['#tmobilesprint', '#stoptmobilesprint']",https://twitter.com/mediajustice/status/1163526042495193089,2019,1,3
31,1.162713141446357e+18,1566047389000.0,2019-08-17,08:09:49,CDT,16707004.0,jeffkagan,,critic pile call public comment deal httpswwwfiercewirelesscomregulatorycriticspilecallforpubliccommenttmobilesprintd tmobil sprinttmobil,"['tmobile', 'sprint']",['https://www.fiercewireless.com/regulatory/critics-pile-call-for-public-comment-t-mobile-sprint-deal'],0,0,1,"['#tmobilesprint', '#sprinttmobile']",https://twitter.com/jeffkagan/status/1162713141446356992,2019,0,2
32,1.1620503177285263e+18,1565889360000.0,2019-08-15,12:16:00,CDT,20473084.0,mediajustice,,oregon becom 15th state sign lawsuit led state attorney gener stoptmobilesprint httpstechcrunchcomoregonjoinslawsuitopposingtmobilesprintmerg canyouhearusnow,['ajitpaifcc'],['https://techcrunch.com/2019/08/13/oregon-joins-lawsuit-opposing-t-mobile-sprint-merger/'],0,2,2,"['#stoptmobilesprint', '#tmobilesprint', '#canyouhearusnow']",https://twitter.com/mediajustice/status/1162050317728526338,2019,1,1
33,1.1620314073774735e+18,1565884851000.0,2019-08-15,11:00:51,CDT,9.891230548726088e+17,w_prophetbalik,Hermosa Beach Veteran's Memorial,freewil tbt likew ironmantoygiveaway idea slow cook awhil johnleger tmobil akevitch potu uscellular verizon _bgoldner uspto robertdowneyjr susandowneyl chrissyteigen alibabagroup ktla pictwittercomuimzdojeh2 hermosa beach veteran memori,"['tomhanks', 'nascaronfox', 'nascar', 'nascaronnbc', 'nascar_xfinity', 'joegibbsracing', 'greglaurie', 'corechurchla', 'calvarysb', 'lindseykevitch', 'chethaze', 'northwesternu', 'nualumni', 'nueaeast', 'officialjld', 'santabarbara', '24hourfitness', 'katyperry', 'gracetoyou', 'usnavy', 'usarmy', 'nbvccalifornia', 'kingjames', 'antdavis23', 'loslakers', 'fbi', '_bgoldner', 'rahmemanuel', 'ariemanuel', 'hasbro', 'kevfeige', '60minutes', 'billhandelshow', 'larryelder', 'tommesereau', 'gerkenheather', 'johnlegere', 'tmobile', 'akevitch', 'sprint', 'potus', 'uscellular', 'verizon', 'uspto', 'robertdowneyjr', 'susandowneyl', 'chrissyteigen', 'alibabagroup', 'ktla']",[],1,1,0,"['#freewill', '#tbt', '#tmobilesprint', '#ironmantoygiveaway']",https://twitter.com/W_ProphetBalik/status/1162031407377473536,2019,0,2
34,1.1616952279267246e+18,1565804700000.0,2019-08-14,12:45:00,CDT,20473084.0,mediajustice,,ajitpaifcc tri move forward merger rise price mean peopl lower incom may need choos feed famili keep connect httpsthehillcompolicytechnologyfcctakessteptowardapprovingtmobilesprintmerg canyouhearusnow stoptmobilesprint,['ajitpaifcc'],['https://thehill.com/policy/technology/457401-fcc-takes-step-toward-approving-t-mobile-sprint-merger'],1,2,1,"['#tmobilesprint', '#canyouhearusnow', '#stoptmobilesprint']",https://twitter.com/mediajustice/status/1161695227926724611,2019,1,3
35,1.1616863008246907e+18,1565802571000.0,2019-08-14,12:09:31,CDT,20473084.0,mediajustice,,adjust made propos merger make benefici commun color live low incom stoptmobilesprint httpstwittercomjrosenworcelstatu,[],['https://twitter.com/JRosenworcel/status/1161656941493587970'],1,4,5,"['#tmobilesprint', '#stoptmobilesprint']",https://twitter.com/mediajustice/status/1161686300824690688,2019,3,1
36,1.159844599587672e+18,1565363476000.0,2019-08-09,10:11:16,CDT,1.144993729771692e+18,pathedger18,,comcast charter cabl compani begun roll wireless servic merger clear sign market becom competit less segment technolog innov newtmobil httpsceiorgblogresponsestatelawsuitagainsttmobilesprintmergerssignaldynamicmarket,[],['https://cei.org/blog/response-state-lawsuit-against-t-mobilesprint-mergers-signal-dynamic-markets'],0,0,0,"['#tmobile', '#sprint', '#tmobilesprint', '#newtmobile']",https://twitter.com/PatHedger18/status/1159844599587672067,2019,2,3
37,1.1591773870718198e+18,1565204400000.0,2019-08-07,14:00:00,CDT,111627001.0,digitalliberty,,real threat consum merger success block ultim left market without tmobil altogeth httpsceiorgblogstatelawsuitagainsttmobilesprintcounterproductiveconsum pathedgercei tmosprint ceidotorg,"['sprint', 'tmobile', 'ceidotorg']",['https://cei.org/blog/state-lawsuit-against-t-mobilesprint-counterproductive-consumers'],1,0,2,"['#tmosprint', '#tmobilesprint']",https://twitter.com/DigitalLiberty/status/1159177387071819776,2019,0,3
38,1.159124729522901e+18,1565191845000.0,2019-08-07,10:30:45,CDT,131074139.0,ducktalesw00h00,,tmobil sell user phoneloc data user sue tmobil tmobil say cant su user forcedarbitr claus forcedarbitr tmobil tmobilesprintmerg sprintmerg tmobilemerg dataprivaci httpsarstechnicacomtechpolicytmobiledemandsforcedarbitrationtoavoidlawsuitoversellingusersdata,[],['https://arstechnica.com/tech-policy/2019/07/t-mobile-demands-forced-arbitration-to-avoid-lawsuit-over-selling-users-data/'],0,3,0,"['#forcedarbitration', '#tmobile', '#tmobilesprintmerger', '#sprintmerger', '#sprint', '#tmobilemerger', '#tmobilesprint', '#dataprivacy']",https://twitter.com/DuckTalesW00H00/status/1159124729522900992,2019,0,2
39,1.1591212429532774e+18,1565191014000.0,2019-08-07,10:16:54,CDT,1473341904.0,dana_flo,,would thread realli complet wout jab ajitpaifcc widen digitaldivid real leadership fcc could protect lifelin program collect broadband price data block merger like hurt competit,"['ajitpaifcc', 'fcc']",[],1,0,0,"['#digitaldivide', '#lifeline', '#tmobilesprint']",https://twitter.com/dana_flo/status/1159121242953277442,2019,2,0
40,1.1588716229520753e+18,1565131500000.0,2019-08-06,17:45:00,CDT,20473084.0,mediajustice,,icymi doj approv 26b merger harm effect merger clear rise price mean peopl lower incom may need choos feed famili keep connect httpswwwthevergecomtmobilesprintmergerjusticedepartmentapprovesbillionfcc stoptmobilesprint,[],['https://www.theverge.com/2019/7/26/6646158/t-mobile-sprint-merger-justice-department-approves-26-billion-fcc'],0,3,1,"['#icymi', '#tmobilesprint', '#stoptmobilesprint']",https://twitter.com/mediajustice/status/1158871622952075265,2019,1,3
41,1.1588319736259256e+18,1565122047000.0,2019-08-06,15:07:27,CDT,1.144993729771692e+18,pathedger18,,merger clear sign market becom competit less segment technolog innov part seri merger via ceidotorg httpsceiorgblogresponsestatelawsuitagainsttmobilesprintmergerssignaldynamicmarket,['ceidotorg'],['https://cei.org/blog/response-state-lawsuit-against-t-mobilesprint-mergers-signal-dynamic-markets'],0,1,2,['#tmobilesprint'],https://twitter.com/PatHedger18/status/1158831973625925639,2019,2,3
42,1.1572672686461215e+18,1564748992000.0,2019-08-02,07:29:52,CDT,16707004.0,jeffkagan,,texa join state suit kill tmobil merger httpsbnewsrcda tmobil sprinttmobil merger,"['tmobile', 'sprint']",['http://sbne.ws/r/CDAE'],0,0,1,"['#tmobilesprint', '#sprinttmobile', '#merger']",https://twitter.com/jeffkagan/status/1157267268646121473,2019,0,2
43,1.156713710863315e+18,1564617014000.0,2019-07-31,18:50:14,CDT,3063629509.0,brucemirken,,justic dept answer anticompetit aspect merger httpstwittercomhalsingerstatu,[],['https://twitter.com/HalSinger/status/1156653917352144898'],0,0,0,['#tmobilesprint'],https://twitter.com/BruceMirken/status/1156713710863314944,2019,3,3
44,1.1562241343906488e+18,1564500289000.0,2019-07-30,10:24:49,CDT,17446291.0,skurdoo,,anoth reason merger good broadband httpswwwpcmagcomnewsnpdpercentofushouseholdslackbroadbandutm_sourceemailutm_campaignwhatsnewnowutm_mediumimag,[],['https://www.pcmag.com/news/369807/npd-31-percent-of-us-households-lack-broadband?utm_source=email&utm_campaign=whatsnewnow&utm_medium=image'],0,0,0,"['#tmobilesprint', '#broadband']",https://twitter.com/skurdoo/status/1156224134390648832,2019,0,3
45,1.1559679855231058e+18,1564439219000.0,2019-07-29,17:26:59,CDT,20473084.0,mediajustice,,wonder merger impact black brown commun stevenrendero break httpstwittercomstevenrenderosstatu,['stevenrenderos'],['https://twitter.com/stevenrenderos/status/1155946546535387136'],0,6,5,['#tmobilesprint'],https://twitter.com/mediajustice/status/1155967985523105793,2019,1,3
46,1.1559536450341683e+18,1564435800000.0,2019-07-29,16:30:00,CDT,20473084.0,mediajustice,,icymi doj approv 26b merger harm effect merger clear rise price mean peopl lower incom may need choos feed famili keep connect httpswwwthevergecomtmobilesprintmergerjusticedepartmentapprovesbillionfcc stoptmobilesprint,[],['https://www.theverge.com/2019/7/26/6646158/t-mobile-sprint-merger-justice-department-approves-26-billion-fcc'],0,2,2,"['#icymi', '#tmobilesprint', '#stoptmobilesprint']",https://twitter.com/mediajustice/status/1155953645034168320,2019,1,3
47,1.1559453335258972e+18,1564433818000.0,2019-07-29,15:56:58,CDT,21016633.0,stevenrenderos,,late last week doj approv merger httpswwwnytimescombusinessmediasprinttmobilemergerhtml,[],['https://www.nytimes.com/2019/07/26/business/media/sprint-tmobile-merger.html'],1,0,1,['#tmobilesprint'],https://twitter.com/stevenrenderos/status/1155945333525897217,2019,0,3
48,1.155919688817414e+18,1564427704000.0,2019-07-29,14:15:04,CDT,3282695784.0,weberreports,,rt insidecyb justic dept sign merger despit secur concern chines influenc httpbitly32yb8tw ajitpaifcc tmobil fcc fcc huawei cyber cybersecur,"['insidecyber', 'ajitpaifcc', 'tmobile', 'sprint', 'fcc', 'huawei']",['http://bit.ly/32Yb8TW'],0,2,0,"['#fcc', '#tmobilesprint', '#cyber', '#cybersecurity']",https://twitter.com/WeberReports/status/1155919688817414146,2019,3,2
49,1.155918175982248e+18,1564427343000.0,2019-07-29,14:09:03,CDT,32261835.0,sameolddog,,im old enough rememb breakup bell monopoli cellservic,[],[],0,0,0,"['#monopoly', '#tmobilesprint', '#cellservice']",https://twitter.com/SameOldDog/status/1155918175982247936,2019,1,3
50,1.1558743510000394e+18,1564416895000.0,2019-07-29,11:14:55,CDT,14292458.0,freepress,,approv merger would crush competit rais price elimin thousand job accord union estim would disproportion harm lowincom peopl commun color httpowlyrs3d50vflxm,[],['http://ow.ly/RS3D50vflxm'],0,5,0,['#tmobilesprint'],https://twitter.com/freepress/status/1155874351000039425,2019,3,3
51,1.1558722940754289e+18,1564416404000.0,2019-07-29,11:06:44,CDT,52151324.0,greenlining,,icymi coverag merger highlight deal harm ppl color lowincom margin commun point pauloverbit commoncaus other httpswwwalternetorgtrumpsdojjustagreedtoananticompetitiveplanthatcouldworsencellphoneservic,"['pauloverbite', 'commoncause']",['https://www.alternet.org/2019/07/trumps-doj-just-agreed-to-an-anti-competitive-plan-that-could-worsen-cell-phone-service/'],0,9,6,['#tmobilesprint'],https://twitter.com/Greenlining/status/1155872294075428864,2019,1,3
52,1.1558668862420337e+18,1564415115000.0,2019-07-29,10:45:15,CDT,1148996390.0,insidecyber,,justic dept sign merger despit secur concern chines influenc httpbitly32yb8tw ajitpaifcc tmobil fcc fcc huawei cyber cybersecur,"['ajitpaifcc', 'tmobile', 'sprint', 'fcc', 'huawei']",['http://bit.ly/32Yb8TW'],0,1,0,"['#fcc', '#tmobilesprint', '#cyber', '#cybersecurity']",https://twitter.com/InsideCyber/status/1155866886242033664,2019,3,2
53,1.1557762261471314e+18,1564393500000.0,2019-07-29,04:45:00,CDT,7.600464618244096e+17,verdictuk,,look three thing happen around world today merger reach deadlin ebay bring amazon product chief intern space station rd confer iss httpswwwverdictcouktechnewsjuli,[],['https://www.verdict.co.uk/tech-news-29-july/'],0,0,0,"['#tmobilesprint', '#ebay', '#iss']",https://twitter.com/VerdictUK/status/1155776226147131393,2019,0,3
54,1.155685714492719e+18,1564371920000.0,2019-07-28,22:45:20,CDT,131074139.0,ducktalesw00h00,,tmobil sell user phoneloc data user sue tmobil tmobil say cant su user forcedarbitr claus forcedarbitr tmobil tmobilesprintmerg sprintmerg tmobilemerg dataprivaci httpsarstechnicacomtechpolicytmobiledemandsforcedarbitrationtoavoidlawsuitoversellingusersdata,[],['https://arstechnica.com/tech-policy/2019/07/t-mobile-demands-forced-arbitration-to-avoid-lawsuit-over-selling-users-data/'],0,3,0,"['#forcedarbitration', '#tmobile', '#tmobilesprintmerger', '#sprintmerger', '#sprint', '#tmobilemerger', '#tmobilesprint', '#dataprivacy']",https://twitter.com/DuckTalesW00H00/status/1155685714492719105,2019,0,2
55,1.1554671988418068e+18,1564319822000.0,2019-07-28,08:17:02,CDT,1642601497.0,dgfrequency,,merger domin us market commun market us aft merger could curial monopoli telecommun compani use custom right price hike downplay network compani,[],[],0,1,1,"['#tmobilesprint', '#us', '#communication', '#merger', '#telecommunication']",https://twitter.com/dgfrequency/status/1155467198841806848,2019,0,3
56,1.1553300494714184e+18,1564287123000.0,2019-07-27,23:12:03,CDT,350272691.0,ashwameghsocial,,kagan congrat tmobil merger what next httpswwwrcrwirelesscomopinionkagansprinttmobil,[],['https://www.rcrwireless.com/20190726/opinion/kagan-sprint-t-mobile-2'],0,0,0,['#tmobilesprint'],https://twitter.com/ashwameghsocial/status/1155330049471418368,2019,0,2
